predicited,ground_truth
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
6.823891786810195e-36,0.0
2.4719106697668636e-37,0.0
1.5294903688800228e-37,0.0
8.153957115835808e-37,0.0
1.0,1.0
1.7118841393029056e-36,0.0
4.3856464494488806e-36,0.0
1.0,1.0
2.0262523560413276e-38,0.0
9.016975092529614e-36,0.0
5.6778062290197745e-37,0.0
1.8096555805973276e-36,0.0
5.293531447001968e-36,0.0
1.515123696504379e-37,0.0
1.3025570823487077e-35,0.0
1.95936972558563e-37,0.0
1.0286401371695624e-35,0.0
3.539108280794145e-36,0.0
1.0,1.0
7.965686958824344e-35,0.0
4.433722331687589e-36,0.0
3.1976839950935183e-36,0.0
1.3938831784889475e-35,0.0
1.0,1.0
2.4038067393161417e-35,0.0
8.256315883656284e-35,0.0
1.0,1.0
4.463298383704158e-37,0.0
1.3441565532067992e-34,0.0
1.0754179820672627e-35,0.0
3.6967652904007863e-35,0.0
1.0091336607658652e-34,0.0
4.191427648173783e-36,0.0
2.6789727476881096e-34,0.0
3.113925359076141e-36,0.0
1.7887380446205148e-34,0.0
8.299894122470655e-35,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
4.2435847107396674e-29,0.0
6.460898376526247e-30,0.0
2.4614842302263894e-30,0.0
1.1527027754897874e-29,0.0
1.0,1.0
3.0663726711482295e-29,0.0
8.69618337610639e-29,0.0
1.0,1.0
8.630409934471666e-31,0.0
6.206589709336019e-29,0.0
7.118629031291562e-30,0.0
2.8341792468608124e-29,0.0
7.412746670432274e-29,0.0
4.987417900482375e-30,0.0
1.8636354995947877e-28,0.0
5.8204371443677324e-30,0.0
9.199517342981595e-29,0.0
8.707602936970391e-29,0.0
1.0,1.0
1.4841103677139287e-26,0.0
1.895332695360756e-27,0.0
1.5928003974591174e-27,0.0
4.995861120182523e-27,0.0
1.0,1.0
6.925755013581297e-27,0.0
1.7347368699064885e-26,0.0
1.0,1.0
5.2175709975959735e-28,0.0
3.48028544829758e-26,0.0
3.2242414977644536e-27,0.0
8.997876907443123e-27,0.0
1.9601734410216276e-26,0.0
2.566073043011593e-27,0.0
4.201309862347825e-26,0.0
1.2844437985161603e-27,0.0
2.1449188101973576e-26,0.0
1.6275037098677315e-26,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
2.1057187886941505e-20,0.0
7.241916179700607e-21,0.0
6.7672243680202734e-21,0.0
9.877290185281111e-21,0.0
1.0,1.0
1.5516649749117497e-20,0.0
3.4963441383627566e-20,0.0
1.0,1.0
4.1365638379029005e-21,0.0
4.839014015136028e-20,0.0
8.72908917804935e-21,0.0
2.6872826586337616e-20,0.0
3.95941406243672e-20,0.0
1.2031252344497856e-20,0.0
5.3393681359685383e-20,0.0
5.783678750816664e-21,0.0
2.622749484598841e-20,0.0
3.1557089002914324e-20,0.0
1.0,1.0
1.5322269694427635e-25,0.0
1.6785192829786161e-26,0.0
1.1716031971478227e-26,0.0
4.675720949986426e-26,0.0
1.0,1.0
8.834254213451059e-26,0.0
1.6819363757380249e-25,0.0
1.0,1.0
3.9093180827353205e-27,0.0
1.7372410718722576e-25,0.0
2.8159169628305504e-26,0.0
9.2958019379539e-26,0.0
1.9763243511650171e-25,0.0
1.544373177896992e-26,0.0
3.359085105338457e-25,0.0
1.321032788933324e-26,0.0
2.676686649214777e-25,0.0
2.1470974529653275e-25,0.0
1.0,1.0
1.5129154910290803e-17,0.0
8.183857801261801e-18,0.0
6.5962144828224354e-18,0.0
1.1065222351082065e-17,0.0
1.0,1.0
1.2222694527866292e-17,0.0
2.4505387774283505e-17,0.0
1.0,1.0
4.912092540047641e-18,0.0
3.1980440298912905e-17,0.0
8.851223810747134e-18,0.0
1.4708778414268904e-17,0.0
2.102960627319896e-17,0.0
9.382302715327617e-18,0.0
3.0518511062788736e-17,0.0
5.410685994021635e-18,0.0
1.4621117121672984e-17,0.0
2.0177199960685515e-17,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0193104490007605e-16,0.0
3.8196815098812215e-17,0.0
3.507410240730613e-17,0.0
6.3994960439063e-17,0.0
1.0,1.0
1.152284033807845e-16,0.0
1.785856869769079e-16,0.0
1.0,1.0
2.3803682188848646e-17,0.0
1.792155883220895e-16,0.0
4.899780535656218e-17,0.0
1.0957359819002498e-16,0.0
1.684898218692451e-16,0.0
5.52174227044627e-17,0.0
1.7751118597864643e-16,0.0
3.258744528473902e-17,0.0
1.4184692990895311e-16,0.0
1.5543695150782772e-16,0.0
1.0,1.0
1.3198862575808379e-12,0.0
1.3173861957913036e-12,0.0
1.3423883315696883e-12,0.0
1.4081693710393806e-12,0.0
1.0,1.0
1.7754642157516431e-12,0.0
2.6583572582811188e-12,0.0
1.0,1.0
1.1244712843153093e-12,0.0
2.4904887180321467e-12,0.0
1.3179642923896728e-12,0.0
1.8158599623951943e-12,0.0
2.340222416893911e-12,0.0
1.5618558963509388e-12,0.0
1.8081526944116466e-12,0.0
8.5902856009068e-13,0.0
1.4768244136278974e-12,0.0
2.1336112130537765e-12,0.0
1.0,1.0
3.7783944861757846e-09,0.0
4.5358117262139785e-09,0.0
5.645533818210424e-09,0.0
5.497982069613272e-09,0.0
1.0,1.0
6.634084392942441e-09,0.0
7.359288289876531e-09,0.0
1.0,1.0
4.171697209898184e-09,0.0
6.235617355798695e-09,0.0
3.1182474380386793e-09,0.0
5.191246543745365e-09,0.0
8.74465744260533e-09,0.0
5.18927611992126e-09,0.0
9.104718756702823e-09,0.0
2.6271551600842713e-09,0.0
4.29370761168002e-09,0.0
8.17035772371355e-09,0.0
1.0,1.0
5.799863266081448e-32,0.0
5.140724792261815e-33,0.0
3.9182338099516675e-33,0.0
1.437270918341863e-32,0.0
1.0,1.0
2.1273761745291775e-32,0.0
7.650637979148861e-32,0.0
1.0,1.0
7.111503427717271e-34,0.0
1.0076234131745776e-31,0.0
1.121305163275334e-32,0.0
2.4995576694034777e-32,0.0
8.1423837064227e-32,0.0
3.756560725043386e-33,0.0
1.587041505813535e-31,0.0
3.305102201376501e-33,0.0
1.0492424959620512e-31,0.0
7.639730567067581e-32,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
8.433728162452608e-14,0.0
3.080717782657019e-14,0.0
2.810343171827552e-14,0.0
5.942861762593676e-14,0.0
1.0,1.0
8.381050844649685e-14,0.0
1.0581110504925481e-13,0.0
1.0,1.0
1.6288240287792854e-14,0.0
7.50763993616517e-14,0.0
4.676462803153772e-14,0.0
7.068342899917493e-14,0.0
1.1537283986246677e-13,0.0
3.302582138970875e-14,0.0
1.0614785824402881e-13,0.0
1.9911828601421912e-14,0.0
1.1358003703136263e-13,0.0
1.3885572379412903e-13,0.0
1.0,1.0
1.9697771517189488e-13,0.0
7.583340287100823e-14,0.0
7.638677965984483e-14,0.0
1.4377537246694494e-13,0.0
1.0,1.0
2.329639844748932e-13,0.0
2.436826510975737e-13,0.0
1.0,1.0
3.9814031520431226e-14,0.0
2.001338548010545e-13,0.0
1.1456368622861368e-13,0.0
1.6024043257654302e-13,0.0
2.863631911893122e-13,0.0
7.654619803678167e-14,0.0
2.885045989001883e-13,0.0
5.589056439338734e-14,0.0
2.8721927722470675e-13,0.0
3.157755361447162e-13,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
7.111990250191491e-12,0.0
8.297791273537136e-12,0.0
1.0045135730163413e-11,0.0
9.371153159021262e-12,0.0
1.0,1.0
9.700156476666333e-12,0.0
1.5895236515905964e-11,0.0
1.0,1.0
9.9641310827292e-12,0.0
1.7476924421555573e-11,0.0
7.726237184757512e-12,0.0
1.2944345248455669e-11,0.0
1.486249144588836e-11,0.0
1.1825094722861529e-11,0.0
1.5969201655474663e-11,0.0
5.914247824118091e-12,0.0
6.607341410114209e-12,0.0
1.1123406015722814e-11,0.0
1.0,1.0
8.259494975980386e-13,0.0
1.0118490247068568e-12,0.0
9.443224197394628e-13,0.0
1.1204912865603323e-12,0.0
1.0,1.0
9.963556672418217e-13,0.0
1.6803923703900825e-12,0.0
1.0,1.0
1.1300205562947419e-12,0.0
2.4038668191422863e-12,0.0
8.424551746315234e-13,0.0
1.4622771309785731e-12,0.0
1.670065344697158e-12,0.0
1.4364524110119237e-12,0.0
1.9225012207191305e-12,0.0
6.820120640113614e-13,0.0
8.379376294394281e-13,0.0
1.2691889639954157e-12,0.0
1.0,1.0
3.118043601091358e-10,0.0
6.040883349101023e-10,0.0
6.70070499086961e-10,0.0
5.145679993212582e-10,0.0
1.0,1.0
4.5337253395949517e-10,0.0
6.439950794856486e-10,0.0
1.0,1.0
8.200563561544527e-10,0.0
8.272199591985441e-10,0.0
3.85123932744591e-10,0.0
4.946542064843129e-10,0.0
6.075676073358238e-10,0.0
9.127231193062357e-10,0.0
5.593941421189186e-10,0.0
4.0543887691590896e-10,0.0
2.9042193649964076e-10,0.0
4.861445135340148e-10,0.0
1.0,1.0
2.104648226530781e-11,0.0
4.676942860770694e-11,0.0
3.8785197276069994e-11,0.0
4.060369054870172e-11,0.0
1.0,1.0
2.5491371166697085e-11,0.0
4.386463761663073e-11,0.0
1.0,1.0
6.220857162730908e-11,0.0
7.133091339817099e-11,0.0
2.9445730576060924e-11,0.0
3.680530186178643e-11,0.0
3.616971305797634e-11,0.0
7.085806941198314e-11,0.0
4.017084928586989e-11,0.0
3.3040549463070334e-11,0.0
1.6574552494375006e-11,0.0
3.252464270131483e-11,0.0
1.0,1.0
6.625171429089957e-16,0.0
2.812399524301513e-16,0.0
2.7158343272431747e-16,0.0
4.744306711745405e-16,0.0
1.0,1.0
7.512488204524488e-16,0.0
1.107439674360479e-15,0.0
1.0,1.0
1.7185165593222801e-16,0.0
9.91964413815129e-16,0.0
4.088053906876947e-16,0.0
7.728344492615997e-16,0.0
1.1313344738025227e-15,0.0
3.3409920232223354e-16,0.0
1.2123193997686248e-15,0.0
2.220399197740418e-16,0.0
9.500407298490142e-16,0.0
1.0963219434112926e-15,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
8.454494779926295e-20,0.0
2.4717151904758945e-20,0.0
1.4520601506981476e-20,0.0
5.0990214385858796e-20,0.0
1.0,1.0
7.979585833335167e-20,0.0
1.6965823330283518e-19,0.0
1.0,1.0
9.732135335855827e-21,0.0
1.4986514541293663e-19,0.0
4.202540862159381e-20,0.0
7.921536495144697e-20,0.0
1.4413215045778766e-19,0.0
2.1533695618560333e-20,0.0
2.1578770499595938e-19,0.0
1.880496571824141e-20,0.0
1.1388533493220294e-19,0.0
1.3203423333359043e-19,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.892236367595501e-09,0.0
4.195540359575034e-09,0.0
5.520059076502548e-09,0.0
3.746488896894107e-09,0.0
1.0,1.0
3.0895581648593406e-09,0.0
4.3442462960285866e-09,0.0
1.0,1.0
7.856711725651166e-09,0.0
5.280686110609167e-09,0.0
2.783463681765852e-09,0.0
4.116801122222569e-09,0.0
3.939173431888321e-09,0.0
7.050331873870164e-09,0.0
4.1888155166702745e-09,0.0
3.32952798665076e-09,0.0
1.835442575703894e-09,0.0
3.3876543792388247e-09,0.0
1.0,1.0
4.495490148214744e-15,0.0
4.276767606508844e-15,0.0
3.644935661482234e-15,0.0
4.26656678872506e-15,0.0
1.0,1.0
3.817441968003571e-15,0.0
9.314027651083964e-15,0.0
1.0,1.0
3.4923407702102402e-15,0.0
1.3172944587349841e-14,0.0
3.905928111871439e-15,0.0
5.925643022732007e-15,0.0
7.938678231770527e-15,0.0
5.598143239390289e-15,0.0
8.034800377657893e-15,0.0
2.6135576399610597e-15,0.0
4.3038044746687276e-15,0.0
6.290104782793061e-15,0.0
1.0,1.0
2.8377326336644703e-18,0.0
2.1170453211230508e-18,0.0
1.9064577516713914e-18,0.0
2.3633569600744972e-18,0.0
1.0,1.0
2.810991538821856e-18,0.0
7.340666280772197e-18,0.0
1.0,1.0
1.3966044050065955e-18,0.0
8.430381612040367e-18,0.0
1.5265848781261875e-18,0.0
5.103619179849088e-18,0.0
5.782341965554467e-18,0.0
3.2769305905492476e-18,0.0
8.42858083984684e-18,0.0
1.757329701732422e-18,0.0
3.1408080945862963e-18,0.0
4.7939860378260945e-18,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
4.392371939587653e-31,0.0
4.521869040476922e-32,0.0
2.316851023265551e-32,0.0
1.2280746833323088e-31,0.0
1.0,1.0
2.5466132960140693e-31,0.0
6.525021029126314e-31,0.0
1.0,1.0
6.960429720269056e-33,0.0
6.39183845957363e-31,0.0
1.0323531106788717e-31,0.0
2.407923065230042e-31,0.0
6.570880825333814e-31,0.0
3.29142708784621e-32,0.0
1.1111466615836987e-30,0.0
3.690219423834425e-32,0.0
8.7979442105373e-31,0.0
5.433007936110724e-31,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
5.313460717422391e-13,0.0
3.845412757750438e-13,0.0
4.0549315749767445e-13,0.0
4.784561961033995e-13,0.0
1.0,1.0
6.628253176356458e-13,0.0
1.04323006396706e-12,0.0
1.0,1.0
3.439151632748938e-13,0.0
9.878310192404371e-13,0.0
4.831118686522695e-13,0.0
7.517487608972584e-13,0.0
1.1440455787575798e-12,0.0
5.235275104056858e-13,0.0
1.4878509665625095e-12,0.0
3.0539419192295025e-13,0.0
7.703351845300688e-13,0.0
1.2071550356540506e-12,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
2.3433971672862866e-28,0.0
1.9858349420644625e-29,0.0
1.5938990201217688e-29,0.0
6.126236300937538e-29,0.0
1.0,1.0
8.66287501957132e-29,0.0
2.651236605890927e-28,0.0
1.0,1.0
4.078974425149952e-30,0.0
3.645120457411738e-28,0.0
4.936899027713413e-29,0.0
8.687628636034665e-29,0.0
3.1457802673880843e-28,0.0
2.908082595504919e-29,0.0
6.556143827571115e-28,0.0
1.5800600097651312e-29,0.0
4.100727111740732e-28,0.0
2.43427626431333e-28,0.0
1.0,1.0
6.766255720192726e-25,0.0
1.0987907963355389e-25,0.0
9.007085009618832e-26,0.0
2.527256179205221e-25,0.0
1.0,1.0
4.272668863979437e-25,0.0
8.956620221657163e-25,0.0
1.0,1.0
2.8837506806621977e-26,0.0
1.1298283807400398e-24,0.0
1.8139369640467225e-25,0.0
4.752363347530756e-25,0.0
1.2703777560710045e-24,0.0
1.3020520251817287e-25,0.0
2.1992568374109277e-24,0.0
7.315421485881366e-26,0.0
1.0844873183134912e-24,0.0
9.26426414177978e-25,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
5.921611883748183e-18,0.0
2.092907777258447e-18,0.0
1.978111445053185e-18,0.0
3.947188009865759e-18,0.0
1.0,1.0
3.471746927646818e-18,0.0
6.098058193802175e-18,0.0
1.0,1.0
1.2453968230076678e-18,0.0
1.1389935409262207e-17,0.0
2.9905505295208857e-18,0.0
4.560584206694763e-18,0.0
7.345147118150397e-18,0.0
2.6779422256296923e-18,0.0
1.0499146261965076e-17,0.0
1.446919216728782e-18,0.0
4.704652599621899e-18,0.0
6.330995563019558e-18,0.0
1.0,1.0
9.399939806218317e-38,0.0
6.660036690602882e-39,0.0
4.31766261139759e-39,0.0
1.528224155587659e-38,0.0
1.0,1.0
3.979547508836048e-38,0.0
1.6730889334791556e-37,0.0
1.0,1.0
0.0,0.0
2.099484550098574e-37,0.0
9.488886945981641e-39,0.0
6.322049386461286e-38,0.0
2.0153916203195474e-37,0.0
7.2105087663436e-39,0.0
7.4287387495425766e-37,0.0
5.97735630864851e-39,0.0
3.558207328660405e-37,0.0
1.4747282975174718e-37,0.0
1.0,1.0
1.6293572670564453e-38,0.0
0.0,0.0
0.0,0.0
3.630875023644283e-39,0.0
1.0,1.0
5.989407475441704e-39,0.0
3.8785038002092856e-38,0.0
1.0,1.0
0.0,0.0
5.50133129668167e-38,0.0
0.0,0.0
7.486138569082434e-39,0.0
4.5584331530184945e-38,0.0
0.0,0.0
1.954905300782168e-37,0.0
0.0,0.0
6.07095631983278e-38,0.0
3.510116727182627e-38,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
5.2598157369227415e-21,0.0
1.83145542437483e-21,0.0
1.393069187741528e-21,0.0
2.819847601031726e-21,0.0
1.0,1.0
3.867825458464066e-21,0.0
1.0402931152815883e-20,0.0
1.0,1.0
7.358734842487765e-22,0.0
9.146506810246055e-21,0.0
2.5052895548885626e-21,0.0
6.053041150785964e-21,0.0
9.644103608517151e-21,0.0
1.5381918263983304e-21,0.0
1.4940385974329334e-20,0.0
1.6228270847105844e-21,0.0
6.744571816919181e-21,0.0
6.953413515059297e-21,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
